,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
748,57.0,1.030e-01,0.279,4.966e+05,0.472,8.740e-01,0.063,-16.420,0.029,115.130,0.135,Rock
749,60.0,5.530e-02,0.568,,0.871,,0.303,-3.453,0.031,119.990,0.374,Rock
750,57.0,,,,,,0.255,-3.633,0.049,148.062,,Rock
751,54.0,1.450e-02,0.528,2.092e+05,0.875,0.000e+00,0.138,-5.912,0.044,136.830,0.479,Rock
752,58.0,1.980e-02,0.467,1.851e+05,0.815,1.230e-06,0.118,,0.052,140.047,0.335,Rock
753,29.0,8.430e-03,,2.752e+05,0.896,3.120e-02,0.128,-2.695,0.374,75.897,,Electronic
754,23.0,1.900e-02,0.519,2.566e+05,0.875,0.000e+00,0.315,-4.542,0.041,104.040,0.546,Anime
755,72.0,6.050e-01,0.669,2.312e+05,0.389,1.600e-01,0.090,-11.547,0.031,130.015,0.649,Rock
756,65.0,8.580e-01,0.654,1.344e+05,0.336,3.850e-01,0.079,-12.825,0.038,176.083,0.947,Rock
757,62.0,9.040e-02,0.395,2.350e+05,0.538,4.530e-04,0.069,-10.300,0.046,150.785,0.369,Rock
758,40.0,6.360e-04,0.384,1.804e+05,0.917,4.350e-05,0.409,-4.516,0.194,79.478,0.443,Blues
759,60.0,7.610e-04,,2.416e+05,0.933,0.000e+00,0.342,-4.759,0.074,92.998,,Rock
760,52.0,2.780e-01,0.542,2.864e+05,0.924,4.370e-04,0.083,-2.428,0.083,82.666,0.686,Rock
761,46.0,3.280e-02,0.569,2.049e+05,0.948,9.250e-01,0.093,,0.051,192.043,0.876,Electronic
762,46.0,1.290e-01,,4.923e+05,0.352,2.830e-01,0.110,-10.239,0.035,121.438,,Alternative
763,13.0,7.390e-01,0.400,1.730e+05,0.437,9.670e-01,0.132,-14.016,0.050,120.406,0.142,Anime
764,47.0,3.820e-03,0.583,2.247e+05,0.921,4.590e-01,0.226,-8.380,0.070,125.980,0.222,Rock
765,47.0,8.030e-01,0.193,2.512e+05,0.007,2.080e-01,0.098,-33.602,,94.681,0.037,Classical
766,48.0,,0.368,2.025e+05,,8.980e-01,0.082,-3.650,0.038,84.080,0.615,Alternative
767,53.0,2.630e-01,0.200,3.109e+05,0.434,0.000e+00,0.117,-14.274,0.029,83.876,0.370,Rock
768,67.0,9.990e-02,0.403,2.409e+05,0.777,3.280e-06,0.124,-6.416,0.035,76.329,0.149,Rock
769,,3.610e-05,0.420,,0.935,,0.065,-3.630,0.043,120.406,0.682,Anime
770,54.0,3.990e-02,0.575,1.780e+05,0.985,0.000e+00,0.166,-1.038,0.074,120.406,0.476,Rock
771,65.0,6.640e-01,0.582,2.158e+05,0.443,0.000e+00,0.070,-7.816,0.044,78.071,0.452,Alternative
772,45.0,9.990e-04,0.338,5.548e+05,0.812,1.390e-04,0.110,-4.816,0.035,160.030,0.317,Alternative
773,66.0,1.650e-01,0.589,-1.000e+00,0.603,0.000e+00,0.069,-5.517,0.043,76.874,0.456,Rock
774,29.0,9.720e-01,0.154,4.504e+05,0.012,8.470e-01,0.071,-31.067,0.047,80.151,0.052,Classical
775,,,0.648,,,,,-6.063,0.043,,0.510,Hip-Hop
776,52.0,1.320e-02,0.624,2.459e+05,0.684,0.000e+00,0.113,-4.745,0.310,164.070,0.255,Rap
777,56.0,3.980e-05,0.476,1.817e+05,0.907,4.320e-06,0.353,-3.938,0.059,96.515,0.303,Rap
778,57.0,1.640e-02,0.638,1.911e+05,0.682,1.090e-05,0.457,-3.798,0.053,142.977,0.206,Rock
779,31.0,1.580e-01,0.498,4.109e+05,0.571,9.450e-03,0.055,-8.341,0.028,139.226,0.492,Blues
780,55.0,,0.200,1.844e+05,,0.000e+00,0.339,-3.424,0.063,93.977,0.468,Alternative
781,57.0,5.540e-01,0.371,1.483e+05,0.724,0.000e+00,0.299,-9.792,0.056,170.377,0.916,Rock
782,81.0,3.870e-01,0.836,-1.000e+00,0.621,9.160e-05,0.104,-4.685,0.089,101.995,0.762,Hip-Hop
783,65.0,9.950e-04,0.602,2.616e+05,0.755,7.990e-02,0.412,-5.791,0.040,135.042,0.646,Rock
784,51.0,,0.445,-1.000e+00,,8.080e-04,0.082,-4.979,0.109,144.280,0.573,Alternative
785,41.0,9.620e-01,0.683,1.922e+05,0.094,7.620e-01,0.119,-20.776,0.052,123.967,0.403,Jazz
786,56.0,4.070e-02,,1.786e+05,0.625,1.130e-02,0.536,-7.429,0.027,120.406,,Rock
787,64.0,2.630e-01,0.782,-1.000e+00,0.508,7.060e-02,0.157,-7.153,0.231,137.954,0.356,Hip-Hop
788,49.0,3.200e-01,0.601,2.295e+05,0.558,3.750e-01,0.073,-8.353,0.044,92.948,0.416,Electronic
789,26.0,9.110e-01,0.129,4.729e+05,0.054,1.220e-01,0.060,-27.769,0.036,92.218,0.081,Classical
790,58.0,,0.406,3.200e+05,,8.930e-04,0.097,-7.871,0.031,118.633,0.246,Rock
791,57.0,,,2.415e+05,,1.180e-02,0.076,-2.843,0.218,99.919,,Rock
792,60.0,5.100e-02,0.443,2.679e+05,0.778,0.000e+00,0.267,-3.037,0.033,148.044,0.418,Rock
793,23.0,4.980e-02,0.708,2.854e+05,0.447,1.410e-05,0.273,-10.714,0.052,102.035,0.626,Electronic
794,58.0,3.400e-01,0.508,2.964e+05,0.638,3.200e-05,0.077,-4.671,0.028,120.406,0.484,Rock
795,67.0,1.020e-02,0.680,2.339e+05,0.536,1.050e-03,0.113,-6.669,0.058,119.958,0.417,Rock
796,40.0,9.100e-01,0.412,1.981e+05,0.077,1.440e-03,0.113,-20.142,0.032,171.168,0.518,Country
797,78.0,,0.824,1.371e+05,,3.700e-06,0.088,-6.346,0.091,140.039,0.157,Rap
798,36.0,9.140e-02,0.698,2.180e+05,0.921,0.000e+00,0.060,-4.091,0.039,120.406,0.685,Country
799,37.0,,,2.707e+05,,9.550e-01,0.206,-5.675,0.044,73.984,,Jazz
800,58.0,1.610e-01,0.416,2.115e+05,0.530,1.340e-06,0.108,-8.182,0.025,102.029,0.379,Rock
801,71.0,8.760e-03,0.533,1.708e+05,0.905,5.780e-01,0.070,-5.270,0.075,108.900,0.486,Rock
802,61.0,,0.285,2.381e+05,,3.920e-03,0.104,-6.833,,154.989,0.372,Rock
803,59.0,3.950e-01,0.439,-1.000e+00,0.469,5.730e-01,0.183,-9.283,0.031,127.440,0.193,Rock
804,55.0,2.870e-01,0.677,2.374e+05,0.450,1.850e-03,0.099,-9.352,0.033,119.912,0.432,Rock
805,40.0,,0.158,2.674e+05,,6.660e-01,0.364,-6.508,0.065,206.863,0.065,Blues
806,60.0,1.380e-01,0.516,-1.000e+00,0.745,0.000e+00,0.114,-5.674,0.038,120.406,0.770,Rock
807,32.0,9.950e-01,0.209,,0.015,,0.067,-29.801,0.041,120.406,0.118,Classical
808,40.0,4.230e-01,0.312,3.894e+05,0.379,4.130e-03,0.951,-9.930,0.031,105.734,0.285,Country
809,34.0,4.280e-01,,6.435e+05,0.640,4.470e-03,0.693,-12.263,0.076,159.814,,Jazz
810,56.0,3.210e-01,,2.083e+05,0.488,2.810e-05,0.148,-10.181,0.198,111.838,,Rap
811,64.0,4.820e-06,0.550,2.525e+05,0.765,8.730e-01,0.132,-8.684,0.029,120.406,0.417,Rock
812,53.0,,0.609,2.167e+05,,1.230e-03,0.370,-8.286,,121.768,0.754,Country
813,25.0,9.590e-01,0.463,3.516e+05,0.039,7.260e-01,0.106,-16.647,0.073,77.222,0.098,Blues
814,72.0,3.420e-01,0.547,2.085e+05,0.596,3.350e-01,0.148,-7.744,0.192,120.406,0.368,Hip-Hop
815,62.0,3.340e-01,0.486,-1.000e+00,0.565,4.100e-04,0.105,,0.033,167.938,0.210,Rock
816,63.0,3.930e-04,0.272,2.621e+05,0.747,4.030e-05,0.160,-4.860,0.040,202.777,0.255,Rock
817,65.0,2.220e-01,0.332,4.744e+05,0.623,8.830e-04,0.278,-12.365,0.080,182.630,0.416,Rock
818,37.0,3.830e-02,0.594,2.099e+05,0.735,0.000e+00,0.130,-5.408,0.052,121.947,0.752,Country
819,74.0,6.000e-01,0.334,3.361e+05,0.472,3.770e-06,0.317,-8.792,0.028,179.167,0.431,Rock
820,41.0,,0.546,4.180e+05,,0.000e+00,0.098,-8.161,0.026,78.310,0.325,Anime
821,,6.610e-02,0.739,,0.471,,0.116,-8.456,0.044,90.002,0.310,Rock
822,36.0,3.350e-02,0.661,3.141e+05,0.559,1.460e-01,0.082,-10.300,,95.994,0.602,Jazz
823,39.0,9.630e-01,0.474,4.988e+05,0.043,9.350e-01,0.110,-25.246,,129.786,0.145,Jazz
824,59.0,1.060e-03,0.582,-1.000e+00,0.765,5.060e-02,0.344,-6.544,0.038,128.164,0.528,Rock
825,39.0,1.560e-01,0.529,-1.000e+00,0.560,2.990e-02,0.155,-12.972,0.033,104.516,0.866,Country
826,55.0,4.250e-01,0.705,-1.000e+00,0.811,6.150e-05,0.126,-5.201,0.029,91.974,0.519,Rock
827,59.0,1.040e-01,0.595,,0.792,,,,0.030,,0.611,Rock
828,54.0,8.220e-02,0.628,2.244e+05,0.584,4.330e-01,0.298,-8.030,0.028,112.000,0.335,Rock
829,73.0,5.060e-01,0.744,3.283e+05,0.545,9.770e-02,0.065,-9.361,0.030,97.409,0.346,Rock
830,,4.260e-01,0.702,,0.901,,0.037,-4.450,0.026,97.862,0.919,Rock
831,25.0,9.960e-01,0.360,1.981e+05,0.061,8.850e-01,0.110,-25.708,0.045,92.864,0.110,Classical
832,48.0,,0.644,1.941e+05,,6.020e-01,0.311,-3.040,0.032,100.014,0.574,Rock
833,57.0,,0.518,-1.000e+00,,0.000e+00,0.072,-13.268,0.033,120.406,0.311,Rock
834,53.0,3.920e-01,0.373,3.312e+05,0.571,4.760e-02,0.126,-9.186,0.033,161.874,0.656,Rock
835,37.0,2.660e-02,0.491,3.241e+05,0.943,0.000e+00,0.210,-3.046,0.035,92.483,0.396,Anime
836,59.0,5.070e-01,0.581,1.162e+05,0.821,0.000e+00,0.108,-4.387,0.032,136.145,0.968,Rock
837,70.0,7.480e-01,0.401,-1.000e+00,0.527,3.050e-03,0.359,-15.632,0.061,133.749,0.208,Rock
838,77.0,3.810e-01,0.660,-1.000e+00,0.383,0.000e+00,0.119,-9.377,0.030,83.096,0.381,Rock
839,61.0,4.530e-01,0.508,2.133e+05,0.493,0.000e+00,0.241,-8.786,0.033,127.671,0.467,Country
840,57.0,2.420e-01,0.562,1.818e+05,0.798,0.000e+00,0.112,-3.873,0.031,143.979,0.579,
841,50.0,,0.522,1.411e+05,,0.000e+00,0.345,-4.137,0.046,144.499,0.852,Rock
842,59.0,2.930e-01,,2.485e+05,0.625,0.000e+00,0.150,-4.194,0.054,123.983,,Hip-Hop
843,65.0,2.180e-01,0.552,1.258e+05,0.742,0.000e+00,0.339,-7.963,0.045,138.591,0.751,Rock
844,42.0,7.730e-05,,2.873e+05,0.879,4.840e-02,0.329,-5.238,,180.050,,Classical
845,65.0,2.870e-05,0.529,,0.920,,0.058,-4.168,0.065,111.132,0.438,Rock
846,23.0,1.460e-01,0.744,1.615e+05,0.650,2.040e-01,0.224,-7.676,0.183,120.406,0.357,Electronic
847,48.0,3.340e-01,0.768,1.929e+05,0.766,0.000e+00,0.115,-3.697,0.089,129.985,0.676,Rap
848,59.0,1.330e-01,0.445,2.268e+05,0.771,0.000e+00,0.273,-4.607,0.050,147.913,0.448,Rock
849,59.0,1.900e-01,0.444,,0.560,,0.117,-5.179,0.027,172.224,0.340,Rock
850,68.0,1.070e-03,0.460,,0.796,,,-4.501,0.033,,0.182,Rock
851,54.0,2.740e-01,0.846,1.635e+05,0.752,0.000e+00,0.110,-4.942,0.449,140.018,0.575,Hip-Hop
852,56.0,2.270e-03,0.560,2.186e+05,0.688,0.000e+00,0.060,-4.437,0.056,76.997,0.611,Rock
853,37.0,,0.730,1.639e+05,,1.990e-06,0.179,-8.232,0.043,123.472,0.572,Jazz
854,50.0,5.550e-03,0.740,1.845e+05,0.497,0.000e+00,0.334,-5.309,0.152,147.026,0.067,Hip-Hop
855,58.0,1.960e-02,,2.468e+05,0.908,5.400e-03,0.137,-4.080,0.065,120.406,,Rock
856,45.0,,0.741,2.898e+05,,3.250e-02,0.305,-4.674,0.040,91.017,0.607,Jazz
857,60.0,1.300e-01,0.872,2.471e+05,0.679,7.460e-03,0.323,-10.026,0.156,120.406,0.948,Rock
858,46.0,7.640e-03,0.377,2.598e+05,0.903,9.740e-05,0.109,-6.423,0.074,195.909,0.353,Alternative
859,50.0,5.710e-02,0.681,-1.000e+00,0.747,2.120e-06,0.171,-5.731,,106.977,0.282,Country
860,53.0,2.480e-02,0.574,1.823e+05,0.701,3.120e-05,0.313,-6.038,0.057,145.069,0.250,Rock
861,40.0,1.680e-01,0.568,3.685e+05,0.330,5.460e-01,0.807,-16.029,0.026,106.142,0.297,Electronic
862,54.0,4.240e-01,0.669,2.693e+05,0.517,0.000e+00,0.155,-5.970,0.035,140.931,0.354,Rock
863,58.0,,0.445,1.925e+05,,3.510e-05,0.378,,0.134,94.025,0.297,Rock
864,55.0,,0.630,2.126e+05,,0.000e+00,0.303,-4.334,0.031,93.014,0.261,Rock
865,51.0,3.500e-02,0.352,-1.000e+00,0.808,0.000e+00,0.991,-8.097,0.043,162.096,0.485,Rock
866,47.0,5.400e-02,0.482,-1.000e+00,0.627,2.990e-06,0.111,-5.779,0.030,95.903,0.170,Alternative
867,54.0,1.730e-02,0.575,2.463e+05,0.591,0.000e+00,0.173,-5.916,,107.967,0.332,Rock
868,37.0,4.680e-02,0.513,2.300e+05,0.701,4.830e-06,0.349,-5.592,0.028,144.944,0.302,Country
869,53.0,,0.776,1.445e+05,,0.000e+00,0.169,-3.960,0.142,100.140,0.499,Rap
870,64.0,4.120e-01,0.652,1.636e+05,0.583,0.000e+00,0.119,-7.811,0.038,120.406,0.744,Rock
871,38.0,,0.455,3.953e+05,,1.180e-04,0.246,-10.118,,122.830,0.668,Blues
872,75.0,6.260e-02,,2.641e+05,0.505,9.220e-05,0.172,-9.129,0.026,74.807,,Rock
873,55.0,6.980e-03,0.581,2.340e+05,0.566,2.930e-06,0.097,-8.169,0.036,83.904,0.449,Rock
874,52.0,,0.387,2.274e+05,,2.750e-01,0.219,-6.981,0.062,176.426,0.757,Rock
875,42.0,,0.470,2.421e+05,,3.280e-02,0.641,-6.885,0.027,106.920,0.206,Alternative
876,42.0,,0.650,2.045e+05,,0.000e+00,0.160,-4.397,0.033,93.992,0.896,Country
877,55.0,3.960e-01,0.326,2.115e+05,0.650,0.000e+00,0.119,-9.574,0.199,84.461,0.438,Rap
878,73.0,9.170e-04,0.433,2.694e+05,0.959,0.000e+00,0.028,,0.043,120.406,0.365,Alternative
879,66.0,3.830e-02,0.668,2.315e+05,0.739,0.000e+00,0.130,-4.919,0.031,131.918,0.571,Rock
880,59.0,,,3.057e+05,,0.000e+00,0.063,-1.616,0.198,157.020,,Rap
881,68.0,,0.665,1.690e+05,,4.190e-06,0.125,-8.438,0.031,137.453,0.731,Rock
882,21.0,1.120e-03,0.626,2.116e+05,0.881,1.070e-05,0.254,-4.835,0.035,128.045,0.750,Anime
883,27.0,6.650e-01,0.327,-1.000e+00,0.132,8.320e-01,0.249,-17.153,0.041,120.406,0.216,Classical
884,58.0,2.350e-03,,3.978e+05,0.854,1.140e-03,0.158,-7.531,0.049,100.175,,Rock
885,50.0,6.400e-01,0.651,1.462e+05,0.712,6.090e-05,0.074,-6.790,0.043,82.961,0.804,Rock
886,54.0,5.640e-04,0.635,3.254e+05,0.756,8.680e-01,0.110,-9.421,0.038,129.998,0.106,Electronic
887,64.0,8.790e-02,0.428,2.281e+05,0.429,4.100e-04,0.168,-6.060,0.049,127.173,0.182,Rock
888,68.0,3.770e-01,0.648,3.499e+05,0.631,0.000e+00,0.120,-5.662,0.103,105.989,0.142,Rap
889,57.0,,0.626,1.886e+05,,2.190e-02,0.439,-2.734,0.072,133.204,0.433,Rock
890,35.0,2.390e-01,0.556,1.983e+05,0.867,0.000e+00,0.087,-4.904,0.032,133.073,0.810,Blues
891,46.0,1.910e-03,0.504,2.518e+05,0.952,0.000e+00,0.699,-3.449,0.064,104.007,0.237,Alternative
892,53.0,,0.726,2.272e+05,,0.000e+00,0.316,-6.677,0.364,82.548,0.607,Hip-Hop
893,58.0,7.510e-02,0.411,-1.000e+00,0.611,2.210e-04,0.076,-4.719,0.030,140.002,0.138,Rock
894,56.0,,0.529,-1.000e+00,,5.970e-05,0.121,-16.192,0.044,153.466,0.661,Rock
895,47.0,4.500e-01,0.381,6.752e+04,0.592,0.000e+00,0.534,-10.879,0.289,84.974,0.673,Hip-Hop
896,40.0,5.570e-01,0.531,2.397e+05,0.438,1.330e-04,0.104,-7.955,0.026,70.996,0.231,Country
897,28.0,7.140e-01,0.616,1.138e+05,0.186,1.320e-06,0.166,-13.757,0.051,119.747,0.878,Blues
898,32.0,4.090e-01,0.528,1.450e+05,0.566,8.740e-01,0.096,-10.951,0.038,149.885,0.482,Anime
899,30.0,3.130e-01,0.616,3.584e+05,0.464,9.160e-01,0.109,-17.747,0.047,177.829,0.113,Electronic
900,63.0,2.850e-02,0.599,1.803e+05,0.931,0.000e+00,0.102,-3.662,0.052,111.012,0.788,Rock
901,55.0,2.660e-01,0.707,2.216e+05,0.694,1.040e-06,0.283,-5.381,0.033,115.993,0.518,Rock
902,64.0,,0.824,2.495e+05,,1.060e-01,0.040,-10.960,0.145,73.949,0.895,Rock
903,62.0,2.730e-03,0.449,2.107e+05,0.971,0.000e+00,0.141,-3.660,0.048,144.031,0.414,Rap
904,64.0,2.990e-02,0.570,2.226e+05,0.830,0.000e+00,0.148,-5.096,0.058,155.014,0.765,Rock
905,61.0,7.960e-01,0.459,2.685e+05,0.317,0.000e+00,0.126,-6.856,0.028,137.748,0.297,Rock
906,65.0,,0.368,-1.000e+00,,0.000e+00,0.116,-5.100,0.044,197.639,0.294,Rock
907,34.0,,0.301,2.602e+05,,3.860e-05,0.110,-7.615,0.043,90.960,0.595,Blues
908,40.0,1.020e-01,,1.971e+05,0.837,0.000e+00,0.065,-4.385,0.036,170.034,,Country
909,72.0,4.220e-02,,2.613e+05,0.382,4.740e-06,0.411,-10.889,0.031,116.557,,Rock
910,51.0,2.360e-02,0.470,1.451e+05,0.564,3.890e-06,0.103,-9.241,0.216,122.111,0.408,Rap
911,47.0,7.920e-02,0.730,2.635e+05,0.543,5.590e-01,0.110,-8.418,0.064,166.024,0.796,Jazz
912,50.0,5.060e-02,0.502,2.111e+05,0.780,5.180e-04,0.090,-5.271,0.034,78.990,0.383,Country
913,51.0,4.910e-01,0.617,1.411e+05,0.656,7.840e-06,0.080,-8.023,0.304,84.712,0.475,Rock
914,60.0,1.210e-01,0.780,2.294e+05,0.467,1.340e-04,0.314,-6.645,0.253,96.056,0.312,Rap
915,59.0,,0.352,4.563e+05,,2.030e-02,0.125,-3.634,0.149,122.897,0.228,Rock
916,62.0,3.160e-02,0.558,,0.896,,,-3.687,0.054,,0.630,Rock
917,58.0,5.900e-04,0.594,2.187e+05,0.858,3.110e-06,0.064,-4.339,0.039,138.021,0.663,Rock
918,50.0,1.270e-01,0.458,2.023e+05,0.805,0.000e+00,0.664,-5.465,0.160,143.755,0.282,Hip-Hop
919,66.0,6.230e-01,0.752,2.333e+05,0.543,7.060e-02,0.107,-9.483,0.040,126.001,0.282,Rock
920,56.0,1.580e-01,0.660,1.588e+05,0.557,0.000e+00,0.543,-9.597,0.030,110.743,0.788,Rock
921,50.0,9.810e-01,0.228,4.410e+05,0.498,8.640e-01,0.704,-20.596,0.053,79.023,0.358,Classical
922,57.0,6.680e-05,0.448,2.430e+05,0.974,3.910e-04,0.119,-2.919,0.120,137.960,0.224,Rock
923,30.0,,0.560,,,,0.085,-24.839,0.041,164.163,0.576,Anime
924,48.0,,0.741,1.946e+05,,5.970e-02,0.126,-8.280,0.046,129.538,0.200,Hip-Hop
925,56.0,,0.542,2.031e+05,,0.000e+00,0.145,-5.137,0.042,140.900,0.637,Country
926,52.0,3.100e-03,0.769,1.953e+05,0.601,0.000e+00,0.272,-8.402,0.171,168.996,0.448,Hip-Hop
927,69.0,2.990e-01,,2.112e+05,0.665,0.000e+00,0.179,-5.611,0.072,104.239,,Hip-Hop
928,53.0,9.300e-03,,2.761e+05,0.646,4.690e-03,0.101,-6.962,0.028,173.974,,Rock
929,61.0,7.400e-01,0.571,2.337e+05,0.281,0.000e+00,0.163,-10.560,0.048,142.263,0.294,Rock
930,39.0,,,2.092e+05,,1.860e-02,0.121,-7.637,0.033,65.145,,Alternative
931,25.0,9.900e-01,0.296,2.632e+05,0.234,8.850e-01,0.078,-19.277,0.043,129.471,0.294,Anime
932,38.0,,,2.564e+05,,2.480e-06,0.146,-12.994,0.076,169.831,,Country
933,65.0,,0.444,1.456e+05,,6.590e-06,0.297,-3.724,0.104,125.896,0.411,Rock
934,62.0,3.260e-04,0.499,2.054e+05,0.958,2.190e-06,0.432,-5.417,0.090,127.491,0.359,Rock
935,65.0,2.730e-01,0.535,1.845e+05,0.524,0.000e+00,0.080,-6.225,0.192,80.538,0.891,Rap
936,45.0,1.260e-03,0.830,1.805e+05,0.868,1.100e-01,0.124,-4.223,0.159,149.950,0.702,Electronic
937,28.0,5.950e-01,0.163,1.620e+05,0.440,9.090e-01,0.142,-9.873,0.044,154.357,0.126,Anime
938,62.0,,0.623,1.623e+05,,6.170e-02,0.261,-3.548,0.151,134.975,0.271,Rock
939,40.0,,0.699,2.165e+05,,0.000e+00,0.274,-4.983,0.031,131.990,0.806,Country
940,53.0,7.450e-01,0.697,1.454e+05,0.676,5.110e-04,0.263,-5.273,0.044,120.406,0.705,Rock
941,56.0,4.340e-02,0.800,1.393e+05,0.672,0.000e+00,0.141,-7.925,0.320,76.023,0.871,Rap
942,56.0,9.840e-02,,1.973e+05,0.671,0.000e+00,0.084,-6.953,0.035,120.406,,Rock
943,62.0,2.700e-02,0.521,1.923e+05,0.901,6.510e-02,0.108,-5.518,0.067,131.182,0.817,Rock
944,51.0,1.510e-01,0.766,2.918e+05,0.681,8.680e-05,0.266,-6.919,0.057,141.940,0.853,Rock
945,57.0,,0.405,2.450e+05,,9.070e-05,0.104,-13.901,0.040,61.340,0.383,Rock
946,21.0,1.220e-01,0.866,2.959e+05,0.637,0.000e+00,0.073,-6.563,0.029,95.509,0.900,Blues
947,54.0,9.870e-01,0.281,1.734e+05,0.369,9.640e-01,0.274,-16.022,0.036,76.155,0.211,Rock
948,,,0.450,,,,0.094,-13.692,0.034,179.937,0.084,Rock
949,66.0,1.870e-03,0.552,2.997e+05,0.645,1.380e-06,0.042,-6.595,0.027,89.518,0.588,Rock
950,68.0,1.820e-01,0.661,2.663e+05,0.818,9.950e-04,0.053,-5.900,0.029,147.544,0.790,Rock
951,54.0,4.710e-02,0.798,1.909e+05,0.721,0.000e+00,0.063,-4.964,0.093,104.943,0.410,Rap
952,60.0,4.850e-05,0.518,1.898e+05,0.718,2.440e-01,0.250,-4.355,0.034,127.593,0.531,Rock
953,68.0,,0.717,2.050e+05,,8.940e-05,0.190,-3.677,0.030,105.017,0.942,Rock
954,62.0,3.540e-01,,-1.000e+00,0.775,0.000e+00,0.144,-6.613,0.043,106.013,,Rock
955,19.0,1.050e-01,0.511,1.481e+05,0.352,7.880e-01,0.217,-13.681,0.035,84.439,0.204,Anime
956,53.0,,0.440,2.215e+05,,5.430e-04,0.130,-6.422,0.038,162.095,0.337,Rock
957,55.0,1.970e-04,0.656,3.453e+05,0.864,1.070e-01,0.281,-7.895,0.041,93.197,0.617,Rock
958,37.0,9.040e-01,0.547,3.741e+05,0.116,8.480e-01,0.107,-21.946,0.035,105.115,0.344,Jazz
959,28.0,2.980e-02,0.489,2.417e+05,0.746,2.100e-01,0.100,-7.073,0.043,166.597,0.866,Blues
960,41.0,,0.729,-1.000e+00,,3.200e-04,0.340,-10.212,0.030,120.296,0.882,Country
961,29.0,6.840e-02,0.437,2.266e+05,0.722,8.480e-01,0.133,-8.987,0.046,139.077,0.192,Blues
962,66.0,1.750e-01,0.316,2.370e+05,0.860,4.920e-05,0.902,-5.038,0.066,100.888,0.195,Rock
963,62.0,6.000e-03,,,0.797,,0.392,-5.244,0.033,129.964,,Rock
964,54.0,4.890e-02,0.332,2.141e+05,0.731,3.470e-03,0.178,-4.565,0.045,90.028,0.636,Rock
965,45.0,4.640e-02,0.708,3.092e+05,0.745,8.730e-01,0.365,-6.961,0.042,122.016,0.161,Jazz
966,80.0,2.930e-03,0.442,1.815e+05,0.943,8.710e-06,0.091,-3.205,0.060,85.064,0.781,Rock
967,47.0,9.740e-02,,2.152e+05,0.880,0.000e+00,0.341,-5.098,0.038,76.007,,Country
968,53.0,,0.574,1.823e+05,,9.390e-05,0.323,-8.543,0.029,134.083,0.670,Rock
969,54.0,,0.488,3.523e+05,,1.570e-02,0.119,-12.020,0.033,106.063,0.323,Rock
970,54.0,4.480e-02,,2.743e+05,0.527,2.650e-06,0.101,-9.501,0.026,113.881,,Rock
971,54.0,1.730e-01,0.811,2.509e+05,0.472,4.070e-01,0.097,-13.446,0.043,131.983,0.822,Rock
972,,5.400e-01,0.862,,0.412,,0.061,-4.877,0.045,99.964,0.614,Blues
973,63.0,9.150e-02,0.546,2.053e+05,0.786,8.670e-05,0.168,-5.060,0.040,126.003,0.679,Rock
974,69.0,4.160e-02,0.341,2.556e+05,0.674,5.470e-06,0.345,-7.643,0.049,88.933,0.452,Rock
975,53.0,,0.107,3.454e+05,,9.340e-01,0.081,-16.150,0.034,77.787,0.036,Rock
976,30.0,8.320e-01,0.184,3.291e+05,0.092,9.400e-01,0.112,-17.910,0.041,127.207,0.033,Jazz
977,55.0,1.210e-01,0.625,2.189e+05,0.826,0.000e+00,0.158,-5.037,0.033,99.919,0.699,Rock
978,,2.790e-01,0.516,,0.738,,,-7.210,0.415,,0.595,Rap
979,49.0,2.690e-01,,2.986e+05,0.895,4.170e-06,0.400,-3.258,0.335,167.974,,Hip-Hop
980,55.0,,,1.511e+05,,2.040e-05,0.075,-12.617,0.030,129.175,,
981,57.0,9.930e-02,0.439,2.582e+05,0.591,2.250e-03,0.072,-6.407,0.042,125.893,0.397,Rock
982,53.0,,0.450,4.156e+05,,2.840e-04,0.041,-14.218,0.033,118.782,0.366,Rock
983,46.0,,,1.647e+05,,2.870e-05,0.062,-12.848,0.033,120.406,,Blues
984,70.0,2.720e-01,0.470,-1.000e+00,0.809,6.710e-03,0.049,-6.740,0.050,151.836,0.490,Rock
985,53.0,2.520e-04,0.276,2.660e+05,0.883,4.620e-01,0.097,-5.625,0.045,164.052,0.164,Rock
986,61.0,6.080e-01,0.673,1.170e+05,0.349,0.000e+00,0.380,-12.414,0.037,124.451,0.609,Rock
987,49.0,1.210e-02,0.300,1.813e+05,0.965,7.420e-04,0.687,-6.724,0.043,178.963,0.793,Country
988,52.0,,0.397,2.240e+05,,1.180e-01,0.109,-11.766,0.036,117.971,0.343,Rock
989,0.0,9.860e-01,0.343,2.590e+05,0.015,9.080e-01,0.181,-30.433,0.045,169.220,0.102,Classical
990,54.0,6.550e-01,0.699,2.521e+05,0.197,0.000e+00,0.072,-14.792,0.038,122.871,0.361,Rock
991,79.0,,0.623,1.914e+05,,0.000e+00,0.135,-8.699,0.035,130.032,0.721,Rock
992,52.0,1.520e-01,0.715,1.303e+05,0.684,0.000e+00,0.473,-8.138,0.549,89.963,0.767,Hip-Hop
993,53.0,8.240e-03,0.502,2.118e+05,0.758,0.000e+00,0.102,-5.035,0.072,149.738,0.423,Rock
994,66.0,4.440e-01,0.579,2.456e+05,0.605,6.450e-04,0.110,-6.686,0.033,121.793,0.740,Rock
